id;Comp. Word;Frequency;Grammatical Feature;Pronunciation;English Translation;heisig_numbers;max_heisig_numbers
24773;不承;3;light-verb -suru attached;ふしょう;dissent;(1302, 2050);2050
24774;不仁;3;general noun;ふじん;heartlessness;(1302, 1063);1302
24775;不忠;3;general noun;ふちゅう;disloyalty;(1302, 648);1302
24776;不味;3;general noun;ふみ;distaste;(1302, 233);1302
24777;不味;3;adjectival noun, na-adjective;ふみ;distaste;(1302, 233);1302
24778;不労;3;general noun;ふろう;unearned;(1302, 924);1302
24779;不躾;3;adjectival noun, na-adjective;ぶしつけ;ill-breeding;(1302, 9999);9999
24780;不逞;3;adjectival noun, na-adjective;ふてい;insubordination;(1302, 9999);9999
24781;付子;3;general noun;ふし;sumac gallnut;(1075, 99);1075
24782;富力;3;general noun;ふりょく;wealth;(205, 922);922
24783;斧鉞;3;general noun;ふえつ;axe;(9999, 9999);9999
24784;浮流;3;light-verb -suru attached;ふりゅう;floating about;(787, 826);826
24785;賦役;3;general noun;ふえき;slave labour;(404, 949);949
24786;賦与;3;light-verb -suru attached;ふよ;being endowed with;(404, 1335);1335
24787;附帯;3;light-verb -suru attached;ふたい;incidental;(1400, 444);1400
24788;武技;3;general noun;ぶぎ;martial arts;(403, 769);769
24789;武事;3;general noun;ぶじ;military affairs;(403, 1240);1240
24790;武臣;3;general noun;ぶしん;military retainer;(403, 911);911
24791;武備;3;general noun;ぶび;military preparation;(403, 1267);1267
24792;武略;3;general noun;ぶりゃく;strategy;(403, 314);403
24793;部面;3;general noun;ぶめん;phase;(1988, 2039);2039
24794;風窓;3;general noun;かざまど;air hole;(563, 811);811
24795;復号;3;light-verb -suru attached;ふくごう;decoding;(940, 1330);1330
24796;復籍;3;light-verb -suru attached;ふくせき;legal reregistration in one's family;(940, 1689);1689
24797;覆滅;3;light-verb -suru attached;ふくめつ;ruination;(1738, 390);1738
24798;払暁;3;possible to use as an adverb;ふつぎょう;dawn;(798, 1285);1285
24799;仏座;3;general noun;ぶつざ;Buddhist image seat;(1037, 1100);1100
24800;仏書;3;general noun;ぶっしょ;Buddhist scriptures;(1037, 349);1037
24801;物忌;3;general noun;ものいみ;fasting;(1129, 644);1129
24802;物相;3;general noun;もっそう;cylindrical box used to measure rice;(1129, 222);1129
24803;分外;3;adjectival noun, na-adjective;ぶんがい;not within proper limits;(844, 116);844
24804;分封;3;light-verb -suru attached;ぶんぽう;hiving off;(844, 168);844
24805;分力;3;general noun;ぶんりょく;component of force;(844, 922);922
24806;文責;3;general noun;ぶんせき;responsibility for wording of an article;(1861, 1661);1861
24807;併呑;3;light-verb -suru attached;へいどん;annexation;(1107, 9999);9999
24808;兵火;3;general noun;へいか;fire caused by war;(1429, 173);1429
24809;兵事;3;general noun;へいじ;military affairs;(1429, 1240);1429
24810;平等;3;general noun;びょうどう;equality;(1596, 1016);1596
24811;平米;3;suffix;へいべい;square metre;(1596, 987);1596
24812;弊誌;3;general noun;へいし;magazine;(1120, 646);1120
24813;並製;3;general noun;なみせい;ordinary make;(1924, 448);1924
24814;閉居;3;light-verb -suru attached;へいきょ;shutting oneself up at home;(1751, 1143);1751
24815;僻村;3;general noun;へきそん;remote village;(9999, 221);9999
24816;別品;3;general noun;べっぴん;beautiful woman;(94, 23);94
24817;片口;3;general noun;かたくち;lipped bowl;(1297, 11);1297
24818;便々;3;general noun;べんべん;protuberant;(1066, 9999);9999
24819;保父;3;general noun;ほふ;male carer, esp. in a nursery school;(1072, 1366);1366
24820;補記;3;light-verb -suru attached;ほき;addition;(1983, 568);1983
24821;奉祀;3;light-verb -suru attached;ほうし;enshrine;(1695, 9999);9999
24822;宝鑑;3;general noun;ほうかん;superb or valuable book;(273, 1564);1564
24823;放課;3;general noun;ほうか;dismissal of a class;(535, 1204);1204
24824;放縦;3;general noun;ほうしょう;self-indulgence;(535, 1436);1436
24825;放胆;3;adjectival noun, na-adjective;ほうたん;boldness;(535, 31);535
24826;砲煙;3;general noun;ほうえん;gunsmoke;(571, 1739);1739
24827;砲座;3;general noun;ほうざ;gun platform;(571, 1100);1100
24828;砲戦;3;general noun;ほうせん;artillery battle;(571, 2079);2079
24829;胞衣;3;general noun;えな;afterbirth;(570, 423);570
24830;芳心;3;general noun;ほうしん;honorific reference to another's kind intentions;(532, 639);639
24831;亡兄;3;general noun;ぼうけい;one's deceased elder brother;(524, 107);524
24832;望蜀;3;general noun;ぼうしょく;insatiability;(528, 9999);9999
24833;防熱;3;general noun;ぼうねつ;heat resistance;(1399, 1634);1634
24834;僕婢;3;general noun;ぼくひ;male and female servants;(1933, 9999);9999
24835;本章;3;general noun;ほんしょう;this chapter;(224, 464);464
24836;魔道;3;general noun;まどう;heresy;(2178, 295);2178
24837;幕吏;3;general noun;ばくり;shogunate official;(437, 748);748
24838;枕経;3;general noun;まくらぎょう;sutra recitation at the bedside of a deceased person;(2034, 1460);2034
24839;末座;3;general noun;まつざ;lowest seat;(231, 1100);1100
24840;万屋;3;general noun;よろずや;general merchant;(68, 1138);1138
24841;万言;3;general noun;まんげん;many words;(68, 357);357
24842;万灯;3;general noun;まんとう;Buddhist lantern festival;(68, 177);177
24843;万邦;3;general noun;ばんぽう;all nations;(68, 1991);1991
24844;満株;3;general noun;まんかぶ;full subscription;(1253, 236);1253
24845;満山;3;general noun;まんざん;the whole mountain;(1253, 830);1253
24846;蔓草;3;general noun;つるくさ;vine;(9999, 238);9999
24847;密事;3;general noun;みつじ;a secret;(837, 1240);1240
24848;妙計;3;general noun;みょうけい;ingenious trick;(130, 359);359
24849;妙趣;3;general noun;みょうしゅ;exquisite beauty or charms;(130, 883);883
24850;無芸;3;general noun;むげい;lacking talent;(1913, 450);1913
24851;無才;3;general noun;むさい;lacking talent or ability;(1913, 736);1913
24852;無籍;3;general noun;むせき;lacking a registered domicile;(1913, 1689);1913
24853;無体;3;adjectival noun, na-adjective;むたい;intangible;(1913, 1030);1913
24854;無筆;3;adjectival noun, na-adjective;むひつ;illiteracy;(1913, 1014);1913
24855;無様;3;adjectival noun, na-adjective;ぶざま;unshapely;(1913, 1003);1913
24856;明君;3;general noun;めいくん;wise ruler;(20, 1246);1246
24857;明春;3;general noun;みょうしゅん;next spring;(20, 1690);1690
24858;明夜;3;general noun;みょうや;tomorrow night;(20, 1115);1115
24859;滅失;3;light-verb -suru attached;めっしつ;destruction;(390, 908);908
24860;棉花;3;general noun;めんか;raw cotton;(9999, 1084);9999
24861;綿雲;3;general noun;わたぐも;fleecy clouds;(1467, 452);1467
24862;妄念;3;general noun;もうねん;conviction based on flawed ideas;(526, 1715);1715
24863;盲者;3;general noun;もうしゃ;blind person;(525, 1345);1345
24864;盲進;3;light-verb -suru attached;もうしん;rushing recklessly;(525, 603);603
24865;木蔭;3;general noun;こかげ;shade of tree;(207, 9999);9999
24866;木灰;3;general noun;きばい;wood ashes;(207, 180);207
24867;木組;3;general noun;きぐみ;wooden framework;(207, 1914);1914
24868;目処;3;general noun;めど;aim;(15, 318);318
24869;餅肌;3;general noun;もちはだ;soft skin;(1590, 70);1590
24870;紋帳;3;general noun;もんちょう;family crest register;(1863, 2072);2072
24871;夜営;3;light-verb -suru attached;やえい;encamping at night;(1115, 1111);1115
24872;夜業;3;general noun;やぎょう;night work;(1115, 1931);1931
24873;夜番;3;general noun;よばん;night watch;(1115, 2058);2058
24874;夜分;3;possible to use as an adverb;やぶん;evening;(1115, 844);1115
24875;耶蘇;3;general noun;耶蘇;Jesus;(9999, 9999);9999
24876;野茨;3;general noun;のいばら;multiflora rose;(1722, 511);1722
24877;矢玉;3;general noun;やだま;ammunition;(1305, 272);1305
24878;薬缶;3;general noun;やかん;kettle;(1873, 2116);2116
24879;薬石;3;general noun;やくせき;various medicines;(1873, 118);1873
24880;油揚;3;general noun;あぶらあげ;fried tofu;(1188, 717);1188
24881;諭告;3;light-verb -suru attached;ゆこく;admonition;(376, 262);376
24882;有半;3;general noun;ゆうはん;half again of a designated unit;(83, 1286);1286
24883;遊吟;3;light-verb -suru attached;ゆうぎん;wandering minstrel;(1126, 1714);1714
24884;雄壮;3;adjectival noun, na-adjective;ゆうそう;heroic;(804, 343);804
24885;雄勁;3;adjectival noun, na-adjective;ゆうけい;vigorous;(804, 9999);9999
24886;余慶;3;general noun;よけい;fortunate heredity;(1786, 2157);2157
24887;余聞;3;general noun;よぶん;gossip;(1786, 1754);1786
24888;与件;3;general noun;よけん;postulate;(1335, 1032);1335
24889;与奪;3;general noun;よだつ;giving and taking;(1335, 608);1335
24890;妖女;3;general noun;ようじょ;enchantress;(458, 102);458
24891;揚々;3;general noun;ようよう;triumphant;(717, 9999);9999
24892;揚句;3;possible to use as an adverb;あげく;in the end;(717, 69);717
24893;羊歯;3;general noun;しだ;fern;(586, 1255);1255
24894;葉音;3;general noun;はおと;sound of rustling leaves;(243, 518);518
24895;葉腋;3;general noun;ようえき;leaf axil;(243, 9999);9999
24896;要目;3;general noun;ようもく;syllabus;(1730, 15);1730
24897;陽刻;3;general noun;ようこく;relief;(1397, 1639);1639
24898;羅宇;3;general noun;らう;bamboo pipestem;(1442, 1785);1785
24899;裸馬;3;general noun;はだかうま;unsaddled horse;(1205, 2132);2132
24900;雷霆;3;general noun;らいてい;thunder;(454, 9999);9999
24901;落鮎;3;general noun;おちあゆ;sweetfish going downstream to spawn;(320, 9999);9999
24902;落筆;3;light-verb -suru attached;らくひつ;initial brush stroke in calligraphy;(320, 1014);1014
24903;卵色;3;general noun;たまごいろ;yellowish colour;(1526, 1890);1890
24904;卵生;3;general noun;らんせい;oviparity;(1526, 1675);1675
24905;濫作;3;light-verb -suru attached;らんさく;overproduction;(1563, 1224);1563
24906;理会;3;light-verb -suru attached;りかい;being aware;(283, 814);814
24907;理智;3;general noun;りち;intellect;(283, 1309);1309
24908;離水;3;light-verb -suru attached;りすい;takeoff;(1605, 137);1605
24909;陸続;3;general noun;りくぞく;one after another;(1631, 1445);1631
24910;律儀;3;general noun;りちぎ;honesty;(939, 1059);1059
24911;立居;3;general noun;たちい;movements;(462, 1143);1143
24912;略伝;3;general noun;りゃくでん;biographical sketch;(314, 1036);1036
24913;流説;3;light-verb -suru attached;るせつ;groundless rumor;(826, 538);826
24914;留袖;3;general noun;とめそで;formal, usually black, kimono with designs along the bottom of the skirt worn by married women on ceremonial occasions;(1527, 1189);1527
24915;竜灯;3;general noun;りゅうとう;phosphorescent lights seen at sea at night;(575, 177);575
24916;料簡;3;light-verb -suru attached;りょうけん;idea;(1262, 1749);1749
24917;良材;3;general noun;りょうざい;good material;(1578, 738);1578
24918;諒解;3;light-verb -suru attached;りょうかい;comprehension;(9999, 1955);9999
24919;緑野;3;general noun;りょくや;green field;(1471, 1722);1722
24920;輪形;3;general noun;りんけい;ring-shaped;(1963, 1847);1963
24921;隣邦;3;general noun;りんぽう;neighboring country;(1408, 1991);1991
24922;令息;3;general noun;れいそく;son;(1503, 657);1503
24923;冷眼;3;general noun;れいがん;cold look;(1506, 1577);1577
24924;霊威;3;general noun;れいい;mysterious power;(1930, 389);1930
24925;霊妙;3;adjectival noun, na-adjective;れいみょう;miraculous;(1930, 130);1930
24926;霊夢;3;general noun;れいむ;revelatory dream;(1930, 327);1930
24927;烈女;3;general noun;れつじょ;heroine;(877, 102);877
24928;烈震;3;general noun;れっしん;disastrous earthquake;(877, 2166);2166
24929;練塀;3;general noun;ねりべい;mud and tile wall topped with tiles;(1443, 1136);1443
24930;聯隊;3;general noun;れんたい;regiment;(9999, 1403);9999
24931;聯盟;3;general noun;れんめい;league;(9999, 1558);9999
24932;連奏;3;light-verb -suru attached;れんそう;performance by two or more musicians playing similar instruments;(305, 1693);1693
24933;連年;3;general noun;れんねん;every year;(305, 1114);1114
24934;呂律;3;general noun;ろれつ;articulation;(24, 939);939
24935;露台;3;general noun;ろだい;balcony;(1377, 805);1377
24936;露点;3;general noun;ろてん;dew point;(1377, 181);1377
24937;労咳;3;general noun;ろうがい;pulmonary tuberculosis;(924, 9999);9999
24938;老酒;3;general noun;ろうしゅ;;(1340, 1535);1535
24939;老輩;3;general noun;ろうはい;the aged;(1340, 1765);1765
24940;論駁;3;light-verb -suru attached;ろんばく;refutation;(1961, 9999);9999
24941;倭絵;3;general noun;やまとえ;Yamato-e;(9999, 1446);9999
24942;惑溺;3;light-verb -suru attached;わくでき;being addicted or given over to;(661, 1324);1324
24943;腕骨;3;general noun;わんこつ;wristbone;(1522, 1383);1522
24944;俚諺;3;general noun;りげん;proverb;(9999, 9999);9999
24945;刳舟;3;general noun;くりふね;dugout canoe;(9999, 2012);9999
24946;剔抉;3;light-verb -suru attached;てっけつ;gouging;(9999, 9999);9999
24947;咬傷;3;general noun;こうしょう;biting wound;(9999, 1071);9999
24948;喀痰;3;general noun;かくたん;expectoration;(9999, 9999);9999
24949;喃語;3;light-verb -suru attached;なんご;lover's whispers;(9999, 371);9999
24950;埒外;3;general noun;らちがい;out of bounds;(9999, 116);9999
24951;毀傷;3;light-verb -suru attached;きしょう;injury;(1532, 1071);1532
24952;憫笑;3;light-verb -suru attached;びんしょう;smiling with pity;(9999, 1008);9999
24953;拇印;3;general noun;ぼいん;thumb print;(9999, 1530);9999
24954;搗栗;3;general noun;かちぐり;dried chestnut;(9999, 1735);9999
24955;枡席;3;general noun;ますせき;"tatami ""box seat"" for four people at sumo, kabuki, etc.";(9999, 1277);9999
24956;枸杞;3;general noun;くこ;Chinese matrimony vine;(9999, 9999);9999
24957;梃子;3;general noun;てこ;lever;(9999, 99);9999
24958;橄欖;3;general noun;かんらん;Chinese white olive;(9999, 9999);9999
24959;檳榔;3;general noun;びろう;Chinese fan palm;(9999, 9999);9999
24960;鬱然;3;general noun;うつぜん;dense;(2120, 256);2120
24961;沛然;3;general noun;はいぜん;torrential;(9999, 256);9999
24962;淪落;3;light-verb -suru attached;りんらく;ruin;(9999, 320);9999
24963;炯眼;3;adjectival noun, na-adjective;けいがん;penetrating eyes;(9999, 1577);9999
24964;焙烙;3;general noun;ほうろく;earthenware baking pan;(9999, 9999);9999
24965;猥談;3;general noun;わいだん;indecent talk;(9999, 374);9999
24966;皓々;3;general noun;こうこう;bright;(9999, 9999);9999
24967;眈眈;3;general noun;たんたん;vigilant hostility;(9999, 9999);9999
24968;眷属;3;general noun;けんぞく;family;(9999, 2103);9999
24969;睥睨;3;light-verb -suru attached;へいげい;glaring at;(9999, 9999);9999
24970;磊落;3;general noun;らいらく;open-hearted;(9999, 320);9999
24971;稠密;3;adjectival noun, na-adjective;ちょうみつ;dense;(9999, 837);9999
24972;籠居;3;light-verb -suru attached;かごきょ;staying at home or indoors;(9999, 1143);9999
24973;綸旨;3;general noun;りんじ;the Emperor's command;(9999, 493);9999
24974;緘黙;3;light-verb -suru attached;かんもく;keeping silent;(9999, 255);9999
24975;羯鼓;3;general noun;かっこ;kakko;(9999, 1552);9999
